ContestId,ContestName,ChoiceId,ChoiceName,PrecinctId,PrecinctName,Total
1,DEM Governor,1,Jocelyn Benson,11,"Alamo Township, Precinct 1",197
1,DEM Governor,2,Christopher Robert Swanson,11,"Alamo Township, Precinct 1",23
1,DEM Governor,3,Write-in,11,"Alamo Township, Precinct 1",0
1,DEM Governor,JustinBlackburn-4-Democratic,Justin Blackburn,11,"Alamo Township, Precinct 1",0
1,DEM Governor,0,Over Votes,11,"Alamo Township, Precinct 1",0
1,DEM Governor,0,Under Votes,11,"Alamo Township, Precinct 1",4
1,DEM Governor,1,Jocelyn Benson,14,"Alamo Township, Precinct 2",303
1,DEM Governor,2,Christopher Robert Swanson,14,"Alamo Township, Precinct 2",39
1,DEM Governor,3,Write-in,14,"Alamo Township, Precinct 2",0
1,DEM Governor,JustinBlackburn-4-Democratic,Justin Blackburn,14,"Alamo Township, Precinct 2",0
1,DEM Governor,0,Over Votes,14,"Alamo Township, Precinct 2",0
1,DEM Governor,0,Under Votes,14,"Alamo Township, Precinct 2",10
1,DEM Governor,1,Jocelyn Benson,17,"Brady Charter Township, Precinct 1",259
1,DEM Governor,2,Christopher Robert Swanson,17,"Brady Charter Township, Precinct 1",39
1,DEM Governor,3,Write-in,17,"Brady Charter Township, Precinct 1",1
1,DEM Governor,JustinBlackburn-4-Democratic,Justin Blackburn,17,"Brady Charter Township, Precinct 1",0
1,DEM Governor,0,Over Votes,17,"Brady Charter Township, Precinct 1",0
1,DEM Governor,0,Under Votes,17,"Brady Charter Township, Precinct 1",3
1,DEM Governor,1,Jocelyn Benson,20,"Brady Charter Township, Precinct 2",179
1,DEM Governor,2,Christopher Robert Swanson,20,"Brady Charter Township, Precinct 2",27
1,DEM Governor,3,Write-in,20,"Brady Charter Township, Precinct 2",0
1,DEM Governor,JustinBlackburn-4-Democratic,Justin Blackburn,20,"Brady Charter Township, Precinct 2",0
1,DEM Governor,0,Over Votes,20,"Brady Charter Township, Precinct 2",0
1,DEM Governor,0,Under Votes,20,"Brady Charter Township, Precinct 2",7
